image,digital_annotation,handwritten_annotation,forged,forgery_annotations,filename,size,name,x,y,w,h,modified_area,entity,original_area
X51005605285.png,0,1,1,"{""filename"": ""X51005605285.png"", ""size"": 4147569, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 99, ""y"": 448, ""width"": 19, ""height"": 36}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 528, ""y"": 453, ""width"": 57, ""height"": 40}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 556, ""y"": 577, ""width"": 56, ""height"": 34}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 556, ""y"": 616, ""width"": 55, ""height"": 34}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 552, ""y"": 650, ""width"": 59, ""height"": 39}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 546, ""y"": 728, ""width"": 64, ""height"": 39}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 352, ""y"": 843, ""width"": 74, ""height"": 39}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 351, ""y"": 883, ""width"": 75, ""height"": 40}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 590, ""y"": 846, ""width"": 34, ""height"": 37}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 587, ""y"": 886, ""width"": 37, ""height"": 37}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005605285.png,4147569,"['rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect']","[99, 528, 556, 556, 552, 546, 352, 351, 590, 587]","[448, 453, 577, 616, 650, 728, 843, 883, 846, 886]","[19, 57, 56, 55, 59, 64, 74, 75, 34, 37]","[36, 40, 34, 34, 39, 39, 39, 40, 37, 37]","[{'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}]","['Product', 'Product', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
X51005605287.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005605332.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005605334.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005663273.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663274.png,0,1,1,"{""filename"": ""X51005663274.png"", ""size"": 3197368, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 491, ""y"": 400, ""width"": 21, ""height"": 32}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 288, ""y"": 723, ""width"": 19, ""height"": 32}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005663274.png,3197368,"['rect', 'rect']","[491, 288]","[400, 723]","[21, 19]","[32, 32]","[{'None': 'True'}, {'CPI': 'True'}]","['Company', 'Metadata']","['yes', 'no']"
X51005663276.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663279.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663280.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663293.png,0,1,1,"{""filename"": ""X51005663293.png"", ""size"": 4432339, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 554, ""y"": 1413, ""width"": 15, ""height"": 31}, ""region_attributes"": {""Modified area"": {""CPI"": ""True"", ""PIX"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 612, ""y"": 1415, ""width"": 13, ""height"": 28}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 465, ""y"": 1485, ""width"": 31, ""height"": 53}, ""region_attributes"": {""Modified area"": {""CPI"": ""True"", ""PIX"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 579, ""y"": 1490, ""width"": 28, ""height"": 52}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 304, ""y"": 1731, ""width"": 44, ""height"": 64}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 347, ""y"": 1736, ""width"": 42, ""height"": 61}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005663293.png,4432339,"['rect', 'rect', 'rect', 'rect', 'rect', 'rect']","[554, 612, 465, 579, 304, 347]","[1413, 1415, 1485, 1490, 1731, 1736]","[15, 13, 31, 28, 44, 42]","[31, 28, 53, 52, 64, 61]","[{'CPI': 'True', 'PIX': 'True'}, {'None': 'True'}, {'CPI': 'True', 'PIX': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'None': 'True'}]","['Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment']","['no', 'yes', 'no', 'yes', 'no', 'yes']"
X51005663297.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663298.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663300.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663301.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663307.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663309.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663310.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663311.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663317.png,0,1,1,"{""filename"": ""X51005663317.png"", ""size"": 438112, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 344, ""y"": 721, ""width"": 24, ""height"": 34}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 411, ""y"": 722, ""width"": 20, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 432, ""y"": 722, ""width"": 20, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005663317.png,438112,"['rect', 'rect', 'rect']","[344, 411, 432]","[721, 722, 722]","[24, 20, 20]","[34, 33, 33]","[{'None': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}]","['Metadata', 'Metadata', 'Metadata']","['yes', 'no', 'no']"
X51005663323.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005663324.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005675103.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005675104.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005675914.png,0,1,1,"{""filename"": ""X51005675914.png"", ""size"": 1680601, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 651, ""y"": 660, ""width"": 18, ""height"": 26}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 614, ""y"": 660, ""width"": 19, ""height"": 29}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Original area"": ""yes"", ""Entity type"": ""Metadata""}}], ""file_attributes"": {""Software used"": ""paint3d""}}",X51005675914.png,1680601,"['rect', 'rect']","[651, 614]","[660, 660]","[18, 19]","[26, 29]","[{'CPI': 'True'}, {'None': 'True'}]","['Metadata', 'Metadata']","['no', 'yes']"
X51005676535.png,0,1,1,"{""filename"": ""X51005676535.png"", ""size"": 1858729, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 416, ""y"": 321, ""width"": 19, ""height"": 31}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 455, ""y"": 319, ""width"": 28, ""height"": 32}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 273, ""y"": 515, ""width"": 30, ""height"": 36}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 403, ""y"": 412, ""width"": 22, ""height"": 34}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 450, ""y"": 413, ""width"": 23, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 475, ""y"": 413, ""width"": 21, ""height"": 30}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 498, ""y"": 415, ""width"": 135, ""height"": 29}, ""region_attributes"": {""Modified area"": {""CUT"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005676535.png,1858729,"['rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect']","[416, 455, 273, 403, 450, 475, 498]","[321, 319, 515, 412, 413, 413, 415]","[19, 28, 30, 22, 23, 21, 135]","[31, 32, 36, 34, 33, 30, 29]","[{'None': 'True'}, {'None': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CUT': 'True'}]","['Company', 'Company', 'Metadata', 'Company', 'Company', 'Company', 'Company']","['yes', 'yes', 'yes', 'no', 'no', 'no', 'no']"
X51005676536.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005676540.png,0,1,1,"{""filename"": ""X51005676540.png"", ""size"": 702786, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 369, ""y"": 1024, ""width"": 24, ""height"": 35}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 356, ""y"": 1231, ""width"": 29, ""height"": 34}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 735, ""y"": 686, ""width"": 20, ""height"": 38}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005676540.png,702786,"['rect', 'rect', 'rect']","[369, 356, 735]","[1024, 1231, 686]","[24, 29, 20]","[35, 34, 38]","[{'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}]","['Product', 'Total/payment', 'Metadata']","['no', 'no', 'no']"
X51005676542.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005676547.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005676549.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005677328.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005677329.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005677333.png,0,1,1,"{""filename"": ""X51005677333.png"", ""size"": 429748, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 67, ""y"": 281, ""width"": 796, ""height"": 164}, ""region_attributes"": {""Modified area"": {""CPO"": ""True"", ""CUT"": ""True"", ""Autre"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""apercu""}}",X51005677333.png,429748,['rect'],[67],[281],[796],[164],"[{'CPO': 'True', 'CUT': 'True', 'Autre': 'True'}]",['Company'],['no']
X51005677336.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005677339.png,0,1,1,"{""filename"": ""X51005677339.png"", ""size"": 588149, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 699, ""y"": 1079, ""width"": 27, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True"", ""Autre"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 699, ""y"": 1158, ""width"": 27, ""height"": 36}, ""region_attributes"": {""Modified area"": {""CPI"": ""True"", ""Autre"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 703, ""y"": 1401, ""width"": 25, ""height"": 30}, ""region_attributes"": {""Modified area"": {""CPI"": ""True"", ""Autre"": ""True""}, ""Entity type"": ""Company"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 532, ""y"": 1710, ""width"": 28, ""height"": 35}, ""region_attributes"": {""Modified area"": {""CPI"": ""True"", ""Autre"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 530, ""y"": 1761, ""width"": 27, ""height"": 34}, ""region_attributes"": {""Modified area"": {""CPI"": ""True"", ""Autre"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005677339.png,588149,"['rect', 'rect', 'rect', 'rect', 'rect']","[699, 699, 703, 532, 530]","[1079, 1158, 1401, 1710, 1761]","[27, 27, 25, 28, 27]","[33, 36, 30, 35, 34]","[{'CPI': 'True', 'Autre': 'True'}, {'CPI': 'True', 'Autre': 'True'}, {'CPI': 'True', 'Autre': 'True'}, {'CPI': 'True', 'Autre': 'True'}, {'CPI': 'True', 'Autre': 'True'}]","['Total/payment', 'Total/payment', 'Company', 'Total/payment', 'Total/payment']","['no', 'no', 'no', 'no', 'no']"
X51005684949.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005685357.png,1,1,0,0,,,[],[],[],[],[],[],[],[]
X51005705722.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005705759.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005705760.png,0,1,0,0,,,[],[],[],[],[],[],[],[]
X51005705784.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005710963.png,0,0,1,"{""filename"": ""X51005710963.png"", ""size"": 553831, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 616, ""y"": 726, ""width"": 22, ""height"": 34}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Metadata"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005710963.png,553831,['rect'],[616],[726],[22],[34],[{'CPI': 'True'}],['Metadata'],['no']
X51005711401.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711403.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711441.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711442.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711443.png,0,0,1,"{""filename"": ""X51005711443.png"", ""size"": 503192, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 416, ""y"": 1063, ""width"": 62, ""height"": 64}, ""region_attributes"": {""Modified area"": {""PIX"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 572, ""y"": 1071, ""width"": 62, ""height"": 60}, ""region_attributes"": {""Modified area"": {""PIX"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 656, ""y"": 1273, ""width"": 45, ""height"": 62}, ""region_attributes"": {""Modified area"": {""PIX"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 651, ""y"": 1365, ""width"": 49, ""height"": 59}, ""region_attributes"": {""Modified area"": {""PIX"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 574, ""y"": 1410, ""width"": 77, ""height"": 54}, ""region_attributes"": {""Modified area"": {""PIX"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 476, ""y"": 1665, ""width"": 47, ""height"": 47}, ""region_attributes"": {""Modified area"": {""PIX"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005711443.png,503192,"['rect', 'rect', 'rect', 'rect', 'rect', 'rect']","[416, 572, 656, 651, 574, 476]","[1063, 1071, 1273, 1365, 1410, 1665]","[62, 62, 45, 49, 77, 47]","[64, 60, 62, 59, 54, 47]","[{'PIX': 'True'}, {'PIX': 'True'}, {'PIX': 'True'}, {'PIX': 'True'}, {'PIX': 'True'}, {'PIX': 'True'}]","['Product', 'Product', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment']","['no', 'no', 'no', 'no', 'no', 'no']"
X51005711444.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711445.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711447.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711449.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711451.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711452.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005711456.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005712039.png,0,1,1,"{""filename"": ""X51005712039.png"", ""size"": 753247, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 487, ""y"": 1004, ""width"": 22, ""height"": 31}, ""region_attributes"": {""Modified area"": {""CUT"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint3d""}}",X51005712039.png,753247,['rect'],[487],[1004],[22],[31],[{'CUT': 'True'}],['Total/payment'],['no']
X51005715007.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005715010.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005715451.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005715455.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005715456.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005717526.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719814.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719823.png,0,0,1,"{""filename"": ""X51005719823.png"", ""size"": 703534, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 714, ""y"": 1346, ""width"": 24, ""height"": 37}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 619, ""y"": 1416, ""width"": 41, ""height"": 41}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 621, ""y"": 1464, ""width"": 39, ""height"": 37}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}], ""file_attributes"": {""Software used"": ""paint""}}",X51005719823.png,703534,"['rect', 'rect', 'rect']","[714, 619, 621]","[1346, 1416, 1464]","[24, 41, 39]","[37, 41, 37]","[{'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}]","['Total/payment', 'Total/payment', 'Total/payment']","['no', 'no', 'no']"
X51005719855.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719856.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719857.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719862.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719863.png,1,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719882.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719883.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719886.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719888.png,0,0,1,"{""filename"": ""X51005719888.png"", ""size"": 1783346, ""regions"": [{""shape_attributes"": {""name"": ""rect"", ""x"": 726, ""y"": 1011, ""width"": 20, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 791, ""y"": 1007, ""width"": 21, ""height"": 36}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 710, ""y"": 1008, ""width"": 18, ""height"": 36}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Product"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 762, ""y"": 1264, ""width"": 12, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 759, ""y"": 1374, ""width"": 17, ""height"": 35}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 746, ""y"": 1010, ""width"": 15, ""height"": 33}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 778, ""y"": 1420, ""width"": 93, ""height"": 36}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 777, ""y"": 1374, ""width"": 87, ""height"": 35}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 760, ""y"": 1492, ""width"": 19, ""height"": 38}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 777, ""y"": 1265, ""width"": 16, ""height"": 31}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 779, ""y"": 1494, ""width"": 18, ""height"": 33}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 847, ""y"": 1264, ""width"": 17, ""height"": 30}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 818, ""y"": 1495, ""width"": 49, ""height"": 32}, ""region_attributes"": {""Modified area"": {""CPI"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""no""}}, {""shape_attributes"": {""name"": ""rect"", ""x"": 762, ""y"": 1178, ""width"": 50, ""height"": 33}, ""region_attributes"": {""Modified area"": {""None"": ""True""}, ""Entity type"": ""Total/payment"", ""Original area"": ""yes""}}], ""file_attributes"": {""Software used"": ""gimp""}}",X51005719888.png,1783346,"['rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect', 'rect']","[726, 791, 710, 762, 759, 746, 778, 777, 760, 777, 779, 847, 818, 762]","[1011, 1007, 1008, 1264, 1374, 1010, 1420, 1374, 1492, 1265, 1494, 1264, 1495, 1178]","[20, 21, 18, 12, 17, 15, 93, 87, 19, 16, 18, 17, 49, 50]","[33, 36, 36, 33, 35, 33, 36, 35, 38, 31, 33, 30, 32, 33]","[{'CPI': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'CPI': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'None': 'True'}, {'CPI': 'True'}, {'None': 'True'}]","['Product', 'Product', 'Product', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment', 'Total/payment']","['no', 'yes', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'yes', 'no', 'yes', 'no', 'yes']"
X51005719889.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719893.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719899.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719902.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719903.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719906.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719914.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
X51005719917.png,0,0,0,0,,,[],[],[],[],[],[],[],[]
